no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description,aff_link,trans_desc,types,combined,file_id,image_link
43,Fort Vredeburg Museum,4.6,15281,Budaya dan Sejarah,3000.0,3000.0,-7.8002016,110.3663044,"Letak Benteng Vredeburg Yogyakarta di kawasan nol kilometer pusat Kota Yogyakarta menjadikan sebuah daya tarik bagi para wisatawan. Dalam pelayanannya kepada masyarakat, museum Benteng Vredeburg tidak lepas dari unsur-unsur pendidikan karena pada dasarnya museum memiliki dua fungsi yaitu sebagai rekreasi sekaligus tempat pendidikan. Informasi tentang keBudaya dan Sejarahan, kebudayaan dan nilai-nilai luhur kejuangan disampaikan kepada generasi muda dalam nuansa edutainment, yang berasal dari kata education dan entertainment. Demikianlah, Benteng Vredeburg yang sekarang menjadi Museum Benteng Vredeburg Yogyakarta telah melekat dengan Kota Yogyakarta. Latar belakang Budaya dan Sejarah Kota Yogyakarta baik sebagai ibukota Kasultanan Yogyakarta dan ibukota NKRI tidak dapat dipisahkan dengan Budaya dan Sejarah Benteng Vredeburg Yogyakarta. Pelestarian Benteng Vredeburg sebagai museum bukan berarti pengagungan simbol kejayaan kolonial. Akan tetapi tujuannya untuk mendapatkan fungsi baru yang dapat memberikan informasi dan aspirasi perjuangan nasional bagi generasi mendatang.",https://www.tiket.com/to-do/search?title=Fort%20Vredeburg%20Museum,"The location of the Vredeburg Yogyakarta fort in the zero kilometer area of ​​the downtown of Yogyakarta makes an attraction for tourists.In its service to the community, the Vredeburg Benteng Museum is inseparable from the elements of education because basically the museum has two functions, namely as a recreation as well as a place of education.Information about cultural and severity, culture and noble values ​​of the struggle is conveyed to the younger generation in the nuances of edutainment, which comes from the word education and entertainment.Thus, Vredeburg Fortress which is now the Vredeburg Yogyakarta Fort Museum has been attached to the city of Yogyakarta.Cultural and History Background of the City of Yogyakarta both as the capital of the Sultanate of Yogyakarta and the capital of the Republic of Indonesia cannot be separated from the culture and history of the Vredeburg Fortress Yogyakarta.Preservation of Vredeburg Fortress as a museum does not mean that the colonial glory symbols.However, the aim is to get a new function that can provide information and aspirations of national struggle for future generations.",Culture and history,"Culture and history The location of the Vredeburg Yogyakarta fort in the zero kilometer area of ​​the downtown of Yogyakarta makes an attraction for tourists.In its service to the community, the Vredeburg Benteng Museum is inseparable from the elements of education because basically the museum has two functions, namely as a recreation as well as a place of education.Information about cultural and severity, culture and noble values ​​of the struggle is conveyed to the younger generation in the nuances of edutainment, which comes from the word education and entertainment.Thus, Vredeburg Fortress which is now the Vredeburg Yogyakarta Fort Museum has been attached to the city of Yogyakarta.Cultural and History Background of the City of Yogyakarta both as the capital of the Sultanate of Yogyakarta and the capital of the Republic of Indonesia cannot be separated from the culture and history of the Vredeburg Fortress Yogyakarta.Preservation of Vredeburg Fortress as a museum does not mean that the colonial glory symbols.However, the aim is to get a new function that can provide information and aspirations of national struggle for future generations.",1XMHa0gY9zwp0MbsrYla7mrQ6jIsAbc4b,https://drive.google.com/uc?id=1XMHa0gY9zwp0MbsrYla7mrQ6jIsAbc4b
13,Museum Benteng Vredeburg,4.6,15279,Budaya dan Sejarah,3000.0,3000.0,-7.799287456,110.3661757,"Benteng Vredeburg merupakan salah satu museum peninggalan Belanda yang sangat terkenal di Jogja karena di museum ini memiliki nilai cerita yang cukup panjang dan masih bertahan hingga saat ini. Museum Benteng Vredeburg mengoleksi berbagai macam karya seni, berbagai macam patung, dan berbagai macam senjata peninggalan Belanda.",https://www.tiket.com/to-do/search?title=Museum%20Benteng%20Vredeburg,"Fort Vredeburg is one of the most famous Dutch heritage museums in Jogja because in this museum has a fairly long story value and still survives today.The Vredeburg Benteng Museum collects various kinds of works of art, various kinds of sculptures, and various kinds of Dutch heritage weapons.",Culture and history,"Culture and history Fort Vredeburg is one of the most famous Dutch heritage museums in Jogja because in this museum has a fairly long story value and still survives today.The Vredeburg Benteng Museum collects various kinds of works of art, various kinds of sculptures, and various kinds of Dutch heritage weapons.",1XMHa0gY9zwp0MbsrYla7mrQ6jIsAbc4b,https://drive.google.com/uc?id=1XMHa0gY9zwp0MbsrYla7mrQ6jIsAbc4b
121,Sindu Kusuma Edupark (SKE),4.2,14072,Buatan,20000.0,20000.0,-7.7672973,110.3542486,"Sindu Kusuma Edupark merupakan wahana bermain berbasis edukasi dan hiburan untuk semua usia yang buka paling pagi dan tutup paling malam di Jogjakarta. Destinasi wisata ini menyuguhkan sebuah tempat bermain bagi keluarga yang lengkap dengan berbagai wahana permainan yang seru dan juga menantang. Wahana-wahana seperti Kora-Kora, Bianglala, Waterpark, dan Light Festival menjadi wahana terfavorit bagi para wisatawan. Selain itu tersedia juga restoran berkonsep Industrial Fun Cafe dengan harga yang murah dan terjangkau cocok untuk anda sekeluarga. Semua transaksi di Sindu Kusuma Edupark ini menggunakan kartu khusus yang bisa diperoleh di loket tiket, jadi tidak repot lagi mengeluarkan uang tunai. Selain wahana permainan, di SKE ini juga ada beberapa foto spot yang cukup bagus untuk dijadikan background foto.",https://www.tiket.com/to-do/search?title=Sindu%20Kusuma%20Edupark%20%28SKE%29,"Sindu Kusuma Edupark is an educational and entertainment -based playing vehicle for all ages that are open to the most early and close at night in Jogjakarta.This tourist destination presents a playground for families complete with various exciting and challenging game rides.Rides such as Kora-Kora, Ferris wheel, Waterpark, and Light Festival are the most favorite vehicles for tourists.In addition, there is also a restaurant with the concept of Industrial Fun Fun Cafe with cheap and affordable prices suitable for you and your family.All transactions at Sindu Kusuma Edupark use a special card that can be obtained at the ticket window, so no longer bother spending cash.In addition to the game rides, in this SKE there are also some spot photos that are pretty good to be used as background photos.",Artificial,"Artificial Sindu Kusuma Edupark is an educational and entertainment -based playing vehicle for all ages that are open to the most early and close at night in Jogjakarta.This tourist destination presents a playground for families complete with various exciting and challenging game rides.Rides such as Kora-Kora, Ferris wheel, Waterpark, and Light Festival are the most favorite vehicles for tourists.In addition, there is also a restaurant with the concept of Industrial Fun Fun Cafe with cheap and affordable prices suitable for you and your family.All transactions at Sindu Kusuma Edupark use a special card that can be obtained at the ticket window, so no longer bother spending cash.In addition to the game rides, in this SKE there are also some spot photos that are pretty good to be used as background photos.",1ojyMB8qnLaUANfXfLm7xYo9-QBBgMSK0,https://drive.google.com/uc?id=1ojyMB8qnLaUANfXfLm7xYo9-QBBgMSK0
26,Heha Sky View,4.4,13048,Buatan,10000.0,10000.0,-7.848530311,110.4787102,"Salah satu destinasi wisata favorit yang menawarkan pemandangan terbaik kota Yogyakarta dan sekitarnya “dari lantai 2”. Terletak di kawasan perbukitan Gunungkidul, HeHa Sky View hanya berjarak 40 menit dari pusat Kota Yogyakarta. Sky Ballon yang dibuat colorful menjadi salah satu wahana yang wajib dicoba. disini terdapat street food yang beraneka ragam dan dapat dinikmati sembari duduk dan mengobrol di bean bag ataupun outdoor area. banyak spot foto keren.",https://www.tiket.com/to-do/search?title=Heha%20Sky%20View,"One of the favorite tourist destinations that offers the best views of the city of Yogyakarta and its surroundings ""from the 2nd floor"".Located in the Gunungkidul hills, heha Sky View is only 40 minutes from the center of Yogyakarta.Sky Ballon made Colorful is one of the rides that must be tried.Here there is a variety of street food and can be enjoyed while sitting and chatting on a bean bag or outdoor area.Many cool photo spots.",Artificial,"Artificial One of the favorite tourist destinations that offers the best views of the city of Yogyakarta and its surroundings ""from the 2nd floor"".Located in the Gunungkidul hills, heha Sky View is only 40 minutes from the center of Yogyakarta.Sky Ballon made Colorful is one of the rides that must be tried.Here there is a variety of street food and can be enjoyed while sitting and chatting on a bean bag or outdoor area.Many cool photo spots.",1n-q9B-3ihKbjzDB4rt_wYLXr8jJSwsEu,https://drive.google.com/uc?id=1n-q9B-3ihKbjzDB4rt_wYLXr8jJSwsEu
395,Pantai Goa Cemara,4.3,12755,Pantai,4000.0,4000.0,-7.999423,110.248963,"Adalah Kawasan Wisata Terpadu, satu pintu dengan pembagian area yang jelas. Public area memang seperti diutamakan di pantai ini. Jajaran pedagang lokal berpadu dengan ramainya pasar tradisional. Dengan area cakupan luas meliputi wilayah konservasi penyu hijau, wilayah lahan pertanian, daerah wisata, dan pelestarian hutan cemara. Pasar tradisional, wisata pantai, outbond, camping ground, ruang pertemuan, atv, jip wisata offroad gumukpasir, kuliner, dan cinderamata. Dengan dukungan fasilitas publik yang lengkap dan terus berkembang. Fasilitas publik seperti MCK, kantor sekretariat, kantor keamanan, posko SAR, rumah ibadah, pos kesehatan juga tersedia.",https://www.tiket.com/to-do/search?title=Pantai%20Goa%20Cemara,"Is an integrated tourist area, one door with a clear division of areas.Public areas are prioritized on this beach.The ranks of local traders combined with the crowd of traditional markets.With the area of ​​the area covers the area of ​​green turtle conservation, agricultural land areas, tourist areas, and preservation of fir forests.Traditional markets, beach tourism, outbound, camping ground, meeting rooms, ATVs, offroad tour jeeps, culinary, and souvenirs.With the support of complete public facilities and continues to grow.Public facilities such as MCK, Secretariat Office, Security Office, SAR Post, Worship Houses, Health Posts are also available.",Beach,"Beach Is an integrated tourist area, one door with a clear division of areas.Public areas are prioritized on this beach.The ranks of local traders combined with the crowd of traditional markets.With the area of ​​the area covers the area of ​​green turtle conservation, agricultural land areas, tourist areas, and preservation of fir forests.Traditional markets, beach tourism, outbound, camping ground, meeting rooms, ATVs, offroad tour jeeps, culinary, and souvenirs.With the support of complete public facilities and continues to grow.Public facilities such as MCK, Secretariat Office, Security Office, SAR Post, Worship Houses, Health Posts are also available.",1UANs30pn9nwOo0X8b7mMBzYZvxJQ-YjS,https://drive.google.com/uc?id=1UANs30pn9nwOo0X8b7mMBzYZvxJQ-YjS
347,XT Square,4.3,12396,Buatan,25000.0,25000.0,-7.8165658,110.3866908,"XT-Square merupakan kawasan yang  dibangun dengan konsep terpadu yang ditawarkan kepada masyarakat dalam satu paket pusat wisata belanja, yakni what to see, what to eat, dan what  to buy. Didesain sebagai ruang publik dengan konsep citywalk,  didukung dengan area kuliner serta area pertunjukan seni semakin menunjang aktifitas wisata belanja yang nyaman dan menyenangkan, XT-Square dibangun untuk kepuasan pengunjung.",https://www.tiket.com/to-do/search?title=XT%20Square,"XT-Square is an area built with an integrated concept offered to the community in a package of shopping centers, namely what to see, what to eat, and what to buy.Designed as a public space with a citywalk concept, supported by a culinary area and art performance area increasingly supporting convenient and fun shopping tourism activities, XT-Square is built for visitor satisfaction.",Artificial,"Artificial XT-Square is an area built with an integrated concept offered to the community in a package of shopping centers, namely what to see, what to eat, and what to buy.Designed as a public space with a citywalk concept, supported by a culinary area and art performance area increasingly supporting convenient and fun shopping tourism activities, XT-Square is built for visitor satisfaction.",1TDswMpxKPhh6woTKJ5ZEEMlzAha5P5cQ,https://drive.google.com/uc?id=1TDswMpxKPhh6woTKJ5ZEEMlzAha5P5cQ
21,Kaliadem,4.5,12338,"Alam, Budaya dan Sejarah",3000.0,3000.0,-7.582047728,110.4476387,"Bunker Kaliadaem merupakan tempat untuk berlindung dari ganasnya Gunung Merapi. tempat ini menyimpan banyak jejak ganasnya Gunung merapi. di bunker kaliadem terdapat pintu utama yang terbuat dari baja setebal 15 cm, ruangan bungker yang masih memiliki sisa-sisa material merapi, dan bagian atas yang dilapisi batu serta pasir vulkanis",https://www.tiket.com/to-do/search?title=Kaliadem,"Bunker Kaliadeem is a place to protect from the ferocious Mount Merapi.This place holds many fierce traces of Mount Merapi.At the Kaliadem bunker there is a major door made of 15 cm thick steel, a bunker room that still has remnants of Merapi material, and the top is coated with stones and volcanic sand","Nature, culture and history","Nature, culture and history Bunker Kaliadeem is a place to protect from the ferocious Mount Merapi.This place holds many fierce traces of Mount Merapi.At the Kaliadem bunker there is a major door made of 15 cm thick steel, a bunker room that still has remnants of Merapi material, and the top is coated with stones and volcanic sand",10rxW8jONwtGv6StqQz3XWYX3eQR9vxfK,https://drive.google.com/uc?id=10rxW8jONwtGv6StqQz3XWYX3eQR9vxfK
344,Monumen Yogya Kembali,4.5,11302,Museum,15000.0,15000.0,-7.7495904,110.3696068,"Museum Monumen Jogja Kembali adalah sebuah museum Budaya dan Sejarah perjuangan kemerdekaan Republik Indonesia yang ada di kota Yogyakarta dan dikelola oleh Departemen Kebudayaan dan Pariwisata. Museum yang berada di bagian utara kota ini banyak dikunjungi oleh para pelajar dalam acara darmawisata. Museum Monumen dengan bentuk kerucut ini terdiri dari 3 lantai dan dilengkapi dengan ruang perpustakaan serta ruang serbaguna. Pada rana pintu masuk dituliskan sejumlah 422 nama pahlawan yang gugur di daerah Wehrkreise III (RIS) antara tanggal 19 Desember 1948 sampai dengan 29 Juni 1949. Dalam 4 ruang museum di lantai 1 terdapat benda-benda koleksi: realia, replika, foto, dokumen, heraldika, berbagai jenis senjata, bentuk evokatif dapur umum dalam suasana perang kemerdekaan 1945-1949. Tandu dan dokar (kereta kuda) yang pernah dipergunakan oleh Panglima Besar Jenderal Soedirman juga disimpan di sini (di ruang museum nomor 2). Monumen Jogja kembali beralamat Di jalan raya Ring road Utara Sleman Yogyakarta",https://www.tiket.com/to-do/search?title=Monumen%20Yogya%20Kembali,"The Jogja Monument Museum is back is a cultural museum and history of the struggle for independence of the Republic of Indonesia in the city of Yogyakarta and managed by the Ministry of Culture and Tourism.The museum in the northern part of the city is visited by many students in the Darmawisata event.The monument museum with a cone shape consists of 3 floors and is equipped with a library room and multipurpose room.In the entrance shutter a number of 422 names of heroes who died in the Wehrkreise III (RIS) area between December 19, 1948 to June 29, 1949. In 4 Museum Rooms on the 1st Floor there are Collection objects: Realia, Replica, Photographs, Documents,Heraldika, various types of weapons, evocative forms of public kitchens in an atmosphere of independence war 1945-1949.The stretcher and dokar (horse -drawn carriage) that had been used by the Commander of the Great General Sudirman was also stored here (in the Museum Room Number 2).Jogja Monument is back located at Jalan Ring Ring Road Utara Sleman Yogyakarta",Museum,"Museum The Jogja Monument Museum is back is a cultural museum and history of the struggle for independence of the Republic of Indonesia in the city of Yogyakarta and managed by the Ministry of Culture and Tourism.The museum in the northern part of the city is visited by many students in the Darmawisata event.The monument museum with a cone shape consists of 3 floors and is equipped with a library room and multipurpose room.In the entrance shutter a number of 422 names of heroes who died in the Wehrkreise III (RIS) area between December 19, 1948 to June 29, 1949. In 4 Museum Rooms on the 1st Floor there are Collection objects: Realia, Replica, Photographs, Documents,Heraldika, various types of weapons, evocative forms of public kitchens in an atmosphere of independence war 1945-1949.The stretcher and dokar (horse -drawn carriage) that had been used by the Commander of the Great General Sudirman was also stored here (in the Museum Room Number 2).Jogja Monument is back located at Jalan Ring Ring Road Utara Sleman Yogyakarta",1LukNXVSVvDrcIQw2I7zSgeFuSvgAOUrS,https://drive.google.com/uc?id=1LukNXVSVvDrcIQw2I7zSgeFuSvgAOUrS
249,Ratu Boko,4.6,11176,Budaya dan Sejarah,40000.0,40000.0,-7.7705416,110.4894158,"Istana Ratu Boko adalah sebuah bangunan megah yang dibangun pada masa pemerintahan Rakai Panangkaran, salah satu keturunan Wangsa Syailendra. Istana yang awalnya bernama Abhayagiri Vihara (berarti biara di bukit yang penuh kedamaian) ini didirikan untuk tempat menyepi dan memfokuskan diri pada kehidupan spiritual. Berada di istana ini, anda bisa merasakan kedamaian sekaligus melihat pemandangan kota Yogyakarta dan Candi Prambanan dengan latar Gunung Merapi.",https://www.tiket.com/to-do/search?title=Ratu%20Boko,"Ratu Boko Palace is a magnificent building that was built during the reign of Rakai Panangkaran, one of the descendants of the Syailendra.The palace which was originally named Abhayagiri Vihara (means a monastery on a peaceful hill) was established for a place to be quiet and focused on spiritual life.Being in this palace, you can feel peace while seeing the view of the city of Yogyakarta and Prambanan Temple with the background of Mount Merapi.",Culture and history,"Culture and history Ratu Boko Palace is a magnificent building that was built during the reign of Rakai Panangkaran, one of the descendants of the Syailendra.The palace which was originally named Abhayagiri Vihara (means a monastery on a peaceful hill) was established for a place to be quiet and focused on spiritual life.Being in this palace, you can feel peace while seeing the view of the city of Yogyakarta and Prambanan Temple with the background of Mount Merapi.",15pRTNMKO-uulnnxRruyXtQ7cEE06aAIa,https://drive.google.com/uc?id=15pRTNMKO-uulnnxRruyXtQ7cEE06aAIa
368,Depok Beach,4.3,10820,Pantai,10000.0,10000.0,-8.0137087,110.2914777,"Pantai Depok yang letaknya hanya 1,5 km dari Parangtritis ini memang terkenal di kalangan wisatawan lokal. Selain karena keindahan pantainya, wisata pantai Yogyakarta yang satu ini juga terkenal dengan aneka menu seafood yang rasanya mampu menggoyang lidah. Tidak heran, hampir seluruh warga yang tinggal di sekitar pantai ini berprofesi sebagai nelayan. Itulah kenapa hidangan laut yang diolah di tempat ini sangat istimewa. Sebab memang semua ikan dan seafood yang ada di sini memang masih segar ketika diolah.",https://www.tiket.com/to-do/search?title=Depok%20Beach,"Depok Beach which is located only 1.5 km from Parangtritis is indeed famous among local tourists.Apart from the beauty of the beach, this Yogyakarta beach tour is also famous for various seafood menus that taste able to shake the tongue.Not surprisingly, almost all residents who live around this beach work as fishermen.That is why seafood that is processed in this place is so special.Because indeed all the fish and seafood that is here is still fresh when processed.",Beach,"Beach Depok Beach which is located only 1.5 km from Parangtritis is indeed famous among local tourists.Apart from the beauty of the beach, this Yogyakarta beach tour is also famous for various seafood menus that taste able to shake the tongue.Not surprisingly, almost all residents who live around this beach work as fishermen.That is why seafood that is processed in this place is so special.Because indeed all the fish and seafood that is here is still fresh when processed.",1WRHhgnfBVB1J1G-bCJdFIZys8GdE_6ww,https://drive.google.com/uc?id=1WRHhgnfBVB1J1G-bCJdFIZys8GdE_6ww
45,Central Museum of the Air Force Dirgantara Mandala,4.5,9828,Museum,3000.0,3000.0,-7.7899338,110.4156788,"Museum Pusat TNI AU “Dirgantara Mandala” adalah museum yang digagas oleh TNI Angkatan Udara untuk mengabadikan peristiwa berBudaya dan Sejarah dalam lingkungan TNI AU, bermarkas di kompleks Pangkalan Udara Adi Sutjipto, Yogyakarta. Museum ini sebelumnya berada berada di Jalan Tanah Abang Bukit, Jakarta dan diresmikan pada 4 April 1969 oleh Panglima AU Laksamana Roesmin Noerjadin lalu dipindahkan ke Yogyakarta pada 29 Juli 1978. ",https://www.tiket.com/to-do/search?title=Central%20Museum%20of%20the%20Air%20Force%20Dirgantara%20Mandala,"The Indonesian Air Force Central Museum ""Dirgantara Mandala"" is a museum initiated by the Air Force to capture the cultural and historical events in the Air Force environment, based in the Adi Sutjipto Air Base Complex, Yogyakarta.The museum was previously located on Jalan Tanah Abang Bukit, Jakarta and was inaugurated on April 4, 1969 by the Commander of the Au Admiral Roesmin Noerjadin and then moved to Yogyakarta on July 29, 1978.",Museum,"Museum The Indonesian Air Force Central Museum ""Dirgantara Mandala"" is a museum initiated by the Air Force to capture the cultural and historical events in the Air Force environment, based in the Adi Sutjipto Air Base Complex, Yogyakarta.The museum was previously located on Jalan Tanah Abang Bukit, Jakarta and was inaugurated on April 4, 1969 by the Commander of the Au Admiral Roesmin Noerjadin and then moved to Yogyakarta on July 29, 1978.",1-t1spx6fS45YivvkP3vcUq2mPbArI10z,https://drive.google.com/uc?id=1-t1spx6fS45YivvkP3vcUq2mPbArI10z
5,Bukit Paralayang Watugupit,4.7,9614,"Alam, Petualangan, Pantai",5000.0,5000.0,-8.026589501,110.3458478,"Seperti namanya, bukit ini digunakan sebagai tempat untuk landasan pacu olahraga paralayang. Para profesional banyak yang berlatih di sini. Bahkan, orang awam pun dapat mencoba paralayang karena terdapat instruktur yang akan mendampingi.",https://www.tiket.com/to-do/search?title=Bukit%20Paralayang%20Watugupit,"As the name suggests, this hill is used as a place for the runway of paragliding sports.Many professionals practice here.In fact, ordinary people can try paragliding because there are instructors who will accompany.","Nature, adventure, beach","Nature, adventure, beach As the name suggests, this hill is used as a place for the runway of paragliding sports.Many professionals practice here.In fact, ordinary people can try paragliding because there are instructors who will accompany.",1UAXOtOf4OSjO5WeGmiL3KvnX4S1s4OXV,https://drive.google.com/uc?id=1UAXOtOf4OSjO5WeGmiL3KvnX4S1s4OXV
371,Pantai Drini,4.5,8969,Pantai,10000.0,10000.0,-8.1384509,110.577522,"Pantai Drini merupakan salah satu pantai di deretan pantai selatan Gunungkidul yang banyak direkomendasikan. Pantai ini dijuluki sebagai ‘Pantai Perawan’ karena kondisi pantai ini masih bersih dengan suasana yang masih alami. Udara tempat wisata ini sejuk, aliran airnya tenang, dan pasir putihnya begitu mempesona.",https://www.tiket.com/to-do/search?title=Pantai%20Drini,"Drini Beach is one of the beaches in the southern coast of Gunungkidul which is widely recommended.This beach is dubbed as a 'virgin beach' because the condition of this beach is still clean with an atmosphere that is still natural.The air of these tourist attractions is cool, the water flow is calm, and the white sand is so charming.",Beach,"Beach Drini Beach is one of the beaches in the southern coast of Gunungkidul which is widely recommended.This beach is dubbed as a 'virgin beach' because the condition of this beach is still clean with an atmosphere that is still natural.The air of these tourist attractions is cool, the water flow is calm, and the white sand is so charming.",1E2ebG7ipuHRBrW4uwhjrDO-FMR1JPqbr,https://drive.google.com/uc?id=1E2ebG7ipuHRBrW4uwhjrDO-FMR1JPqbr
19,Pantai Parangtritis,4.5,8727,Pantai,6000.0,6000.0,-8.024608,110.3298045,"Paintai Parangtritis merupakan salah satu ikon di Kabupaten Bantul. Pantai ini memiliki pasir hitam. Di pantai ini dapat bermain ATV, menaiki kuda. Di sisi utara timur pantai dapat menemukan bukit kecil yang sangat cocok untuk menikmati pemandangan sore hari ditemani angin. pantai ini memiliki cerita misteri di dalamnya.",https://www.tiket.com/to-do/search?title=Pantai%20Parangtritis,"Paintai Parangtritis is one of the icons in Bantul Regency.This beach has black sand.On this beach can play ATV, ride a horse.On the north east side of the beach can find a small hill that is very suitable to enjoy the afternoon view accompanied by the wind.This beach has a mystery story in it.",Beach,"Beach Paintai Parangtritis is one of the icons in Bantul Regency.This beach has black sand.On this beach can play ATV, ride a horse.On the north east side of the beach can find a small hill that is very suitable to enjoy the afternoon view accompanied by the wind.This beach has a mystery story in it.",1cKHXw3wWzXBybqauSyAQ9JM8A3zt6TA_,https://drive.google.com/uc?id=1cKHXw3wWzXBybqauSyAQ9JM8A3zt6TA_
353,Embung Tambakboyo,4.4,8564,Buatan,2000.0,2000.0,-7.756227,110.4150131,"Waduk Tambakboyo Kabupaten Sleman Daerah Istimewa Yogyakarta ini dibangun pada tahun 2003 dan selesai tahun 2008. Pembangunan yang memakan waktu lima tahun ini memang sudah diperhitungkan dengan matang. Pada mulanya embung atau waduk ini dibangun sebagai tempat penampungan air untuk cadangan warga Sleman. Namun seiring dengan berjalannya waktu, Embung Tambakboyo menjadi salah satu wisata alam gratis yang banyak peminatnya.",https://www.tiket.com/to-do/search?title=Embung%20Tambakboyo,"Tambakboyo Reservoir Sleman Regency Yogyakarta Special Region was built in 2003 and was completed in 2008. The development which took five years had indeed been carefully calculated.At first the reservoir or reservoir was built as a water reservoir for the reserves of Sleman residents.But over time, Embung Tambakboyo has become one of the free natural attractions that have many enthusiasts.",Artificial,"Artificial Tambakboyo Reservoir Sleman Regency Yogyakarta Special Region was built in 2003 and was completed in 2008. The development which took five years had indeed been carefully calculated.At first the reservoir or reservoir was built as a water reservoir for the reserves of Sleman residents.But over time, Embung Tambakboyo has become one of the free natural attractions that have many enthusiasts.",1vFwPfTKq4Pf05dzpQqkp64U9NUaHTwxA,https://drive.google.com/uc?id=1vFwPfTKq4Pf05dzpQqkp64U9NUaHTwxA
464,Lava Merapi and Alien Stone,4.5,8111,Alam,350000.0,350000.0,-7.6023375,110.4552585,"Lava Tour Merapi bisa menjadi pilihan aktivitas wisata ketika berlibur di Yogyakarta. Lava Tour Merapi adalah istilah untuk tur wisata kawasan terdampak erupsi Gunung Merapi tahun 2010. Tur yang dimaksud saat ini merupakan tur menggunakan mobil jenis jeep. Kegiatan tur meliputi kunjungan ke sejumlah titik yang terkena dampak langsung erupsi. Lava tour Merapi ditawarkan sebagai aneka pilihan paket wisata. Paket-paket ini dibanderol dengan harga yang beragam. Setiap paket sudah termasuk tiket masuk untuk sejumlah titik pemberhentian. Paket wisata ini bisa menampung rombongan, sehingga cocok untuk dijajal sebagai liburan keluarga atau bersama teman.",https://www.tiket.com/to-do/search?title=Lava%20Merapi%20and%20Alien%20Stone,"Lava Tour Merapi can be the choice of tourism activities while on vacation in Yogyakarta.Lava Tour Merapi is a term for tourism tours affected by the eruption of Mount Merapi in 2010. The tour in question is currently a tour using a jeep type car.Tour activities include visits to a number of points that are directly affected by the eruption.Lava Tour Merapi is offered as a wide selection of tour packages.These packages are priced at a variety of prices.Each package includes an entrance ticket for a number of stopping points.This tour package can accommodate the group, making it suitable to be tested as a family vacation or with friends.",Natural,"Natural Lava Tour Merapi can be the choice of tourism activities while on vacation in Yogyakarta.Lava Tour Merapi is a term for tourism tours affected by the eruption of Mount Merapi in 2010. The tour in question is currently a tour using a jeep type car.Tour activities include visits to a number of points that are directly affected by the eruption.Lava Tour Merapi is offered as a wide selection of tour packages.These packages are priced at a variety of prices.Each package includes an entrance ticket for a number of stopping points.This tour package can accommodate the group, making it suitable to be tested as a family vacation or with friends.",15FFoWKRiCvPyg299DMsbvDl1ked1zx4T,https://drive.google.com/uc?id=15FFoWKRiCvPyg299DMsbvDl1ked1zx4T
